ANCG,SAR,JUR,CAB,MUN,VIN,OTR,sample,seascape
0,0,0,0,0,0,0,1654,15
0,0,0,0,0,0,0,1655,15
0,0,0,0,0,0,0,1656,15
0,0,0,0,0,0,0,1657,15
0,0,0,0,0,0,0,1658,15
0,0,0,0,0,0,27698.17375,1659,15
0,0,0,0,0,0,0,1660,15
0,0,0,0,0,0,0,1661,15
0,0,0,0,0,0,0,1662,15
0,0,0,0,0,0,0,1663,15
0,0,0,0,0,0,0,1664,15
0,0,0,0,0,0,0,1665,15
0,0,0,0,0,0,0,1666,15
0,0,0,0,0,0,0,1667,15
0,0,0,0,0,0,0,1668,15
0,0,0,0,0,0,0,1669,15
0,0,0,0,0,0,0,1670,15
0,0,0,0,0,0,0,1671,7
0,0,0,0,0,0,0,1672,7
0,0,0,0,0,0,0,1673,7
0,0,0,0,0,0,0,1674,7
0,0,0,0,0,0,0,1675,7
0,0,0,0,0,0,0,1676,7
0,0,0,0,0,0,0,1677,7
0,0,0,0,0,0,0,1678,7
0,0,0,0,0,0,28.283953,1679,7
0,0,0,0,0,0,0,1680,7
0,0,0,0,0,0,0,1681,7
0,0,0,0,0,0,0,1682,7
0,0,0,0,0,0,0,1683,7
0,0,0,0,0,0,0,1684,7
0,0,0,0,0,0,0,1685,7
0,0,0,0,0,0,0,1686,7
0,0,0,0,0,0,0,1687,7
0,0,0,0,0,0,0,1688,7
0,0,0,0,0,0,0,1689,7
0,0,0,0,0,0,0,1690,7
0,0,0,0,0,0,0,1691,7
0,0,0,0,0,0,0,1692,7
0,0,0,0,0,0,0,1693,7
0,0,0,0,0,0,0,1694,7
0,0,0,0,0,0,0,1695,7
0,0,0,0,0,0,0,1696,21
0,0,0,0,0,0,0,1697,21
0,0,0,0,0,0,0,1698,21
0,0,0,0,0,0,0,1699,21
0,0,0,0,0,0,0,1700,21
0,0,0,0,0,0,0,1701,21
0,0,0,0,0,0,0,1702,21
0,0,0,0,0,0,0,1703,21
0,0,0,0,0,0,0,1704,21
0,0,0,0,0,0,0,1705,21
0,0,0,0,0,0,0,1706,21
0,0,0,0,0,0,0,1707,21
0,0,0,0,0,0,0,1708,21
0,0,0,0,0,0,0,1709,21
0,0,0,0,0,0,0,1710,21
0,0,0,0,0,0,0,1711,21
0,0,0,0,0,0,0,1712,21
0,0,0,0,0,0,0,1713,21
0,0,0,0,0,0,0,1714,21
0,0,0,0,0,0,0,1715,21
0,0,0,0,0,0,0,1716,21
147.347158,0,0,0,0,0,0,1717,21
0,0,0,0,0,0,0,1718,21
0,0,0,0,0,0,0,1719,21
0,0,0,0,0,0,0,1720,21
0,0,0,0,0,0,0,1721,21
0,0,0,0,0,0,0,1722,21
0,0,0,0,0,0,0,1723,21
0,0,0,0,0,0,0,1724,21
0,0,0,0,0,0,0,1725,21
0,0,0,0,0,0,0,1726,21
0,0,0,0,0,0,0,1727,21
0,0,0,0,0,0,0.072506,1728,21
0,0,0,0,0,0,0,1729,21
0,0,0,0,0,0,0,1730,21
0,0,0,0,0,0,0,1731,21
0,0,0,0,0,0,0,1732,21
0,0,0,0,0,0,0,1733,21
0,0,0,0,0,0,0,1734,21
0,0,0,0,0,0,0,1735,21
0,0,0,0,0,0,0,1736,21
0,0,0,0,0,0,0,1737,21
0,0,0,0,0,0,0,1738,21
0,0,0,0,0,0,0,1739,21
0,0,0,0,0,0,0,1740,21
0,0,0,0,0,0,0,1741,21
0,0,0,0,0,0,0,1742,21
0,0,0,0,0,0,0,1743,21
0,0,0,0,0,0,0,1744,21
0,0,0,0,0,0,0,1745,21
0,0,0,0,0,0,0,1746,7
0,0,0,0,0,0,0,1747,21
0,0,0,0,0,0,0,1748,21
0,0,0,0,0,0,0,1749,7
0,0,0,0,0,0,0,1750,7
0,0,0,0,0,0,0,1751,7
0,0,0,0,0,0,0,1752,14
0,0,0,0,0,0,0,1753,14
0,0,0,0,0,0,0,1754,14
0,0,0,0,0,0,0,1795,21
0,0,0,0,0,0,0,1796,21
0,0,0,0,0,0,0,1797,21
0,0,0,0,0,0,0,1798,21
0,0,0,0,0,0,0,1799,21
0,0,0,0,0,0,0,1800,21
0,0,0,0,0,0,0,1801,21
0,0,0,0,0,0,0,1802,21
0,0,0,0,0,0,0,1803,21
0,0,0,0,0,0,0,1804,21
0,0,0,0,0,0,0,1805,21
0,0,0,0,0,0,0,1806,21
0,0,0,0,0,0,0,1807,21
0,0,0,0,0,0,0,1808,21
0,0,0,0,0,0,0,1809,21
0,0,0,0,0,0,0,1810,21
0,0,0,0,0,0,0,1811,21
0,0,0,0,0,0,0,1812,21
0,0,0,0,0,0,0,1813,21
0,0,0,0,0,0,0,1814,21
0,0,0,0,0,0,0,1815,21
0,0,0,0,0,0,0,1816,21
0,0,0,0,0,0,0,1817,21
0,0,0,0,0,0,0,1818,21
0,0,0,0,0,0,0,1819,21
0,0,0,0,0,0,0,1820,21
0,0,0,0,0,0,0,1821,21
0,0,0,0,0,0,0,1822,21
0,0,0,0,0,0,0,1823,21
0,0,0,0,0,0,0,1824,21
0,0,0,0,0,0,0,1825,7
0,0,0,0,0,0,0,1826,7
0,0,0,0,0,0,0,1827,7
0,0,0,0,0,0,0,1828,7
0,0,0,0,0,0,0,1829,7
0,0,0,0,0,0,0,1830,7
0,0,0,0,0,0,0,1831,7
0,0,0,0,0,0,0,1832,7
0,0,0,0,0,0,0,1833,7
0,0,0,0,0,0,0,1834,21
0,0,0,0,0,0,0,1835,21
0,0,0,0,0,0,0,1836,21
0,0,0,0,0,0,0,1837,21
0,0,0,0,0,0,0,1838,21
0,0,0,0,0,0,0,1839,21
0,0,0,0,0,0,5.786224,1840,21
0,0,0,0,0,0,0,1841,21
0,0,0,0,0,0,0,1842,21
0,0,0,0,0,0,0,1843,21
0,0,0,0,0,0,0,1844,21
0,0,0,0,0,0,0,1845,21
0,0,0,0,0,0,0,1846,21
0,0,0,0,0,0,0,1847,21
0,0,0,0,0,0,0,1848,21
0,0,0,0,0,0,0,1849,21
0,0,0,0,0,0,0,1850,21
0,0,0,0,0,0,0,1851,21
0,0,0,0,0,0,0,1852,21
0,0,0,0,0,0,0,1853,21
0,0,0,0,0,0,0,1854,21
0,0,0,0,0,0,0,1855,21
0,0,0,0,0,0,0,1856,21
0,0,0,0,0,0,0,1857,21
0,0,0,0,0,0,0,1858,21
0,0,0,0,0,0,0,1859,21
0,0,0,0,0,0,0,1860,21
0,0,0,0,0,0,0,1861,21
0,0,0,0,0,0,0,1862,21
0,0,0,0,0,0,0,1863,21
0,0,0,0,0,0,0,1864,21
0,0,0,0,0,0,0,1865,21
0,0,0,0,0,0,0,1866,21
0,0,0,0,0,0,0,1867,21
0,0,0,0,0,0,0,1868,21
0,0,0,0,0,0,0,1869,21
0,0,0,0,0,0,0,1870,21
0,0,0,0,0,0,0,1871,21
0,0,0,72.650766,0,0,0,1872,21
0,0,0,133.035848,0,0,0,1873,21
0,0,0,87.674681,0,0,0,1874,21
0,0,0,168.739419,0,0,0,1875,21
0,0,0,44.712785,0,0,0,1876,21
0,0,0,249.034213,0,0,0,1877,21
0,0,0,765.198541,0,0,0,1878,21
0,0,0,520.870851,0,0,0,1879,21
0,0,0,1.486275,0,0,0,1880,21
0,0,0,0,0,0,0,1881,21
0,0,0,0,0,0,0,1882,21
0,0,0,0,0,0,0,1883,21
0,0,0,0,0,0,0,1884,21
0,0,0,0,0,0,0,1885,21
0,0,0,0,0,0,0,1886,21
0,0,0,0,0,0,0,1887,21
0,0,0,0,0,0,0,1888,21
0,0,0,0,0,0,0,1889,21
0,0,0,0,0,0,0,1921,7
0,0,0,0,0,0,0,1922,7
0,0,0,0,0,0,0,1923,7
0,0,0,0,0,0,0,1924,7
0,0,0,0,0,0,0,1925,7
0,0,0,0,0,0,0,1926,7
0,0,0,0,0,0,0,1927,7
0,0,0,0,0,0,0,1928,7
0,0,0,0,0,0,0,1929,7
0,0,0,0,0,0,0,1930,7
0,0,0,0,0,0,0,1931,7
0,0,0,0,0,0,0,1932,7
0,0,0,0,0,0,0,1933,7
0,0,0,0,0,0,0,1934,7
0,0,0,0,0,0,0,1935,7
0,0,0,0,0,0,0,1936,7
0,0,0,0,0,0,0,1937,7
0,0,0,0,0,0,0,1938,7
0,0,0,0,0,0,0,1939,7
0,0,0,0,0,0,0,1940,7
0,0,0,0,0,0,0,1941,7
0,0,0,0,0,0,0,1942,7
0,0,0,0,0,0,0,1943,7
0,0,0,0,0,0,0,1944,7
0,0,0,0,0,0,0,1945,7
0,0,0,0,0,0,0,1946,14
0,0,0,0,0,0,0,1947,14
0,0,0,0,0,0,0,1948,14
0,0,0,0,0,0,0,1949,14
0,0,0,0,0,0,0,1950,14
0,0,0,0,0,0,0,1951,14
0,0,0,0,0,0,0,1952,14
0,0,0,0,0,0,0,1953,14
0,0,0,0,0,0,0,1954,14
0,0,0,0,0,0,0,1955,14
0,0,0,0,0,0,0,1956,14
0,0,0,0,0,0,0,1957,21
0,0,0,0,0,0,0,1958,21
68.905809,0,0,0,0,0,0,1959,21
645.66524,0,0,0,0,0,0,1960,21
585.319753,0,0,0,0,0,0,1961,21
3555.325678,0,0,0,0,0,0,1962,21
0,0,0,0,0,0,0,1963,21
0,0,0,0,0,0,0,1964,21
0,0,0,0,0,0,0,1965,21
0,0,0,0,0,0,0,1966,21
0,0,0,0,0,0,0,1967,21
0,0,0,0,0,0,0,1968,21
0,0,0,0,0,0,0,1969,21
0,0,0,0,0,0,0,1970,21
0,0,0,0,0,0,0,1971,21
0,0,0,0,0,0,0,1972,21
0,0,0,0,0,0,0,1973,21
0,0,0,0,0,0,0,1974,21
0,0,0,0,0,0,0,1975,21
0,0,0,0,0,0,0,1976,21
0,0,0,0,0,0,0,1977,21
0,0,0,0,0,0,0,1978,21
0,0,0,0,0,0,0,1979,21
0,0,0,0,0,0,0,1980,21
0,0,0,0,0,0,0,1981,21
0,0,0,0,0,0,0,1982,21
0,0,0,0,0,0,0,1983,21
0,0,0,0,0,0,0,1984,21
0,0,0,0,0,0,0,1985,21
0,0,0,0,0,0,0,1986,21
0,0,0,0,0,0,0,1987,21
0,0,0,0,0,0,0,1988,21
0,0,0,0,0,0,0,1989,21
0,0,0,0,0,0,0,1990,21
0,0,0,0,0,0,0,1991,21
0,0,0,0,0,0,0,1992,21
0,0,0,0,0,0,0,1993,21
0,0,0,0,0,0,0,1994,21
0,0,0,0,0,0,0,1995,21
0,0,0,0,0,0,0,1996,21
0,0,0,0,0,0,0,1997,21
0,0,0,0,0,0,0,1998,21
0,0,0,0,0,0,0,1999,21
0,0,0,0,0,0,0,2000,21
0,0,0,0,0,0,0,2001,21
0,0,0,0,0,0,0,2002,21
0,0,0,0,0,0,0,2003,21
0,0,0,0,0,0,0,2004,21
0,0,0,0,0,0,0,2005,21
0,0,0,0,0,0,0,2006,21
0,0,0,0,0,0,0,2007,21
0,0,0,0,0,0,0,2008,21
0,0,0,0,0,0,0,2009,21
24.309319,0,0,0,0,0,0,2010,21
0,0,0,0,0,0,0,2011,21
0,0,0,0,0,0,0,2012,21
0,0,0,0,0,0,0,2013,21
0,0,0,0,0,0,0,2014,21
0,0,0,0,0,0,0,2015,21
0,0,0,0,0,0,0,2016,21
0,0,0,0,0,0,0,2017,21
0,0,0,0,0,0,0,2018,21
0,0,0,0,0,0,0,2019,21
0,0,0,0,0,0,0,2020,21
0,0,0,0,0,0,0,2021,21
0,0,0,0,0,0,0,2022,21
0,0,0,0,0,0,0,2036,21
0,0,0,0,0,0,0,2037,21
0,0,0,0,0,0,0,2038,21
0,0,0,0,0,0,0,2039,21
0,0,0,0,0,0,0,2040,21
0,0,0,0,0,0,0,2041,21
0,0,0,0,0,0,0,2042,21
0,0,0,0,0,0,0,2043,21
0,0,0,0,0,0,0,2044,21
0,0,0,0,0,0,0,2045,21
0,0,0,0,0,0,0,2046,21
0,0,0,0,0,0,0,2047,21
0,0,0,0,0,0,0,2048,21
0,0,0,0,0,0,0,2049,21
0,0,0,0,0,0,0,2050,21
0,0,0,0,0,0,0,2051,21
0,0,0,0,0,0,0,2052,21
0,0,0,0,0,0,0,2053,21
0,0,0,0,0,0,0,2054,21
0,0,0,0,0,0,0,2055,21
0,0,0,0,0,0,0,2056,21
0,0,0,0,0,0,0,2057,21
0,0,0,0,0,0,0,2058,21
0,0,0,0,0,0,0,2059,21
0,0,0,0,0,0,0,2060,21
0,0,0,0,0,0,0,2061,21
0,0,0,0,0,0,0,2062,21
0,0,0,0,0,0,0,2063,21
0,0,0,0,0,0,0,2064,21
0,0,0,0,0,0,0,2065,21
0,0,0,0,0,0,0,2066,21
0,0,0,0,0,0,0,2067,21
0,0,0,0,0,0,0,2068,21
0,0,0,0,0,0,0,2069,21
0,0,0,0,0,0,0,2070,21
0,0,0,0,0,0,0,2071,21
0,0,0,0,0,0,0,2072,21
0,0,0,0,0,0,0,2073,21
0,0,0,0,0,0,0,2074,21
0,0,0,0,0,0,0,2075,21
0,0,0,0,0,0,0,2076,21
0,0,0,0,0,0,0,2077,21
0,0,0,0,0,0,0,2078,21
0,0,0,0,0,0,0,2079,21
0,0,0,0,0,0,0,2080,21
0,0,0,0,0,0,0,2081,21
0,0,0,0,0,0,0,2082,21
0,0,0,0,0,0,0,2083,21
0,0,0,0,0,0,0,2084,21
0,0,0,0,0,0,0,2085,21
0,0,0,0,0,0,0,2086,21
0,0,0,0,0,0,0,2087,21
0,0,0,0,0,0,0,2088,21
0,0,0,0,0,0,0,2089,21
0,0,0,0,0,0,0,2090,21
0,0,0,0,0,0,0,2091,21
0,0,0,0,0,0,0,2092,21
0,0,0,0,0,0,0,2093,21
0,0,0,0,0,0,0,2094,21
0,0,0,0,0,40.700328,0,2095,21
0,0,0,0,0,0,0,2096,21
0,0,0,0,0,0,0,2097,21
0,0,0,0,0,0,0,2098,21
0,0,0,0,0,0,0,2099,21
0,0,0,0,0,0,0,2100,21
0,0,0,0,0,0,0,2101,21
0,0,0,0,0,0,0,2102,21
0,0,0,0,0,0,0,2103,21
0,0,0,0,0,0,0,2104,21
0,0,0,0,0,0,0,2105,21
0,0,0,0,0,0,0,2106,21
0,0,0,0,0,0,0,2107,21
0,0,0,0,0,0,0,2108,21
0,0,0,0,0,0,0,2109,21
0,0,0,0,0,0,0,2110,21
0,0,0,0,0,0,0,2111,21
0,0,0,0,0,0,0,2112,21
0,0,0,0,0,0,0,2113,21
0,0,0,0,0,0,0,2114,21
0,0,0,0,0,0,0,2115,21
0,0,0,0,0,0,0,2116,21
0,0,0,0,0,0,0,2117,21
0,0,0,0,0,0,0,2118,21
0,0,0,0,0,0,0,2119,21
0,0,0,0,0,0,0,2120,21
0,0,0,0,0,0,0,2121,21
0,0,0,0,0,0,0,2122,21
0,0,0,0,0,0,0,2123,21
0,0,0,0,0,0,0,2124,7
0,0,0,0,0,0,0,2125,7
0,0,0,0,0,0,0,2126,7
0,0,0,0,0,0,0,2127,7
0,0,0,0,0,0,0,2128,7
0,0,0,0,0,0,0,2129,7
0,0,0,0,0,0,0,2130,7
0,0,0,0,0,0,0,2131,7
0,0,0,0,0,0,0,2132,7
0,0,0,0,0,0,0,2133,7
0,0,0,0,0,0,0,2134,7
0,0,0,0,0,0,0,2135,7
0,0,0,0,0,0,0,2136,7
0,0,0,0,0,0,0,2137,7
0,0,0,0,0,0,0,2138,7
0,0,0,0,0,0,0,2139,7
0,0,0,0,0,0,0,2140,7
0,0,0,0,0,0,0,2141,7
0,0,0,0,0,0,0,2142,7
0,0,0,0,0,0,0,2143,7
0,0,0,0,0,0,0,2144,7
0,0,0,0,0,0,0,2145,7
0,0,0,0,0,0,0,2146,7
0,0,0,0,0,0,0,2148,21
0,0,0,0,0,0,0,2149,21
0,0,0,0,0,0,0,2150,21
0,0,0,0,0,0,0,2160,21
0,0,0,0,0,0,0,2161,21
0,0,0,0,0,0,0,2162,21
0,0,0,0,0,0,0,2163,21
0,0,0,0,0,0,0,2164,21
0,0,0,0,0,0,0,2165,21
0,0,0,0,0,0,0,2166,21
0,0,0,0,0,0,0,2167,21
0,0,0,0,0,0,0,2168,21
0,0,0,0,0,0,0,2169,21
0,0,0,0,0,0,0,2170,21
0,0,0,0,0,0,0,2171,21
0,0,0,2.987709,0,0,0,2172,21
0,0,0,2.552164,0,0,0,2173,21
0,0,0,26.276261,0,0,0,2174,21
0,0,0,2.155887,0,0,0,2175,21
0,0,0,0,0,0,0,2176,21
0,0,0,0,0,0,0,2177,21
0,0,0,0,0,0,0,2178,21
0,0,0,0,0,0,0,2179,21
0,0,0,0,0,0,0,2180,21
0,0,0,0,0,0,0,2181,21
0,0,0,0,0,0,0,2182,21
0,0,0,0,0,0,0,2183,21
0,0,0,0,0,0,0,2184,21
0,0,0,0,0,0,0,2185,21
0,0,0,0,0,0,0,2186,21
0,0,0,0,0,0,0,2187,21
0,0,0,0,0,0,0,2188,21
0,0,0,0,0,0,0,2189,21
0,0,0,0,0,0,0,2190,21
0,0,0,0,0,0,0,2191,21
0,0,0,0,0,0,0,2192,21
0,0,0,0,0,0,0,2193,21
0,0,0,0,0,0,0,2194,21
0,0,0,0,0,0,0,2195,21
0,0,0,0,0,0,0,2196,21
0,0,0,0,0,0,0,2197,21
0,0,0,0,0,0,0,2198,21
0,0,0,0,0,0,0,2199,21
0,0,0,0,0,0,0,2200,21
0,0,0,0,0,0,0,2201,21
0,0,0,0,0,0,0,2202,21
0,0,0,0,0,0,0,2203,21
0,0,0,0,0,0,0,2204,21
0,0,0,0,0,0,0,2205,21
0,0,0,0,0,0,0,2206,21
4103.39768,0,0,0,0,0,0,2207,21
1390.20656,0,0,0,0,0,0,2208,21
0,0,0,0,0,0,0,2209,21
0,0,0,0,0,0,0,2210,21
0,0,0,0,0,0,0,2211,21
0,0,0,0,0,0,0,2212,21
0,0,0,0,0,0,0,2213,21
80.841812,0,0,0,0,0,0,2214,21
6.283774,0,0,0,0,0,0,2215,21
0,0,0,0,0,0,0,2216,21
1.688774,0,0,0,0,0,0,2217,21
0.180712,0,0,0,0,0,0,2218,21
0.146757,0,0,0,0,0,0,2219,21
66.849882,0,0,0,0,0,0,2220,21
23.314802,0,0,0,0,0,0,2221,21
1.700533,0,0,0,0,0,0,2222,21
0,0,0,0,0,0,0,2223,21
0,0,0,0,0,0,0,2224,21
0,0,0,0,0,0,0,2225,21
0,0,0,0,0,0,0,2226,21
0,0,0,0,0,0,0,2227,21
0,0,0,0,0,0,0,2228,21
0,0,0,0,0,0,0,2229,21
0,0,0,0,0,0,0,2230,21
0,0,0,0,0,0,0,2231,21
0,0,0,0,0,0,0,2232,21
0,0,0,0,0,0,0,2233,21
0,0,0,0,0,0,0,2234,21
0,0,0,0,0,0,0,2235,21
0,0,0,0,0,0,0,2236,21
0,0,0,0,0,0,0,2237,21
0,0,0,0,0,0,0,2238,21
0,0,0,0,0,0,0,2239,21
0,0,0,0,0,0,0,2240,21
0,0,0,0,0,0,0,2241,21
0,0,0,0,0,0,0,2242,21
0,0,0,0,0,0,0,2243,21
0,0,0,0,0,0,0,2244,21
0,0,0,0,0,0,0,2245,21
0,0,0,0,0,0,0,2246,21
0,0,0,0,0,0,0,2247,21
0,0,0,0,0,0,0,2248,21
0,0,0,0,0,0,0,2249,21
0,0,0,0,0,0,0,2250,21
0,0,0,0,0,0,0,2251,21
0,0,0,0,0,0,0,2252,21
0,0,0,0,0,0,0,2253,21
0,0,0,0,0,0,0,2254,21
0,0,0,0,0,0,0,2255,21
0,0,0,0,0,0,0,2256,21
0,0,0,0,0,0,0,2257,21
0,0,0,0,0,0,0,2258,21
0,0,0,0,0,0,0,2259,21
2380.151458,0,0,0,0,0,0,2260,21
46.972185,0,0,0,0,0,0,2261,21
105.590303,0,0,0,0,0,0,2262,21
6.254797,0,0,0,0,0,0,2263,21
152.798502,0,0,0,0,0,0,2264,21
0,0,0,0,0,0,0,2265,21
0,0,0,0,0,0,0,2266,21
5.39541,0,0,0,0,0,0,2267,21
0,0,0,0,0,0,0,2268,21
0,0,0,0,0,0,0,2269,21
0,0,0,0,0,0,0,2270,21
0,0,0,0,0,0,0,2271,21
0,0,0,0,0,0,0,2272,21
0,0,0,0,0,0,0,2273,21
0,0,0,0,0,0,0,2274,21
0,0,0,0,0,0,0,2275,21
0,0,0,0,0,0,0,2276,21
0,0,0,0,0,0,0,2277,21
0,0,0,0,0,0,0,2278,21
0,0,0,0,0,0,0,2279,21
0,0,0,0,0,0,0,2280,21
0,0,0,0,0,0,0,2281,21
0,0,0,0,0,0,0,2282,21
0,0,0,0,0,0,0,2283,21
0,0,0,0,0,0,0,2284,21
0,0,0,0,0,0,0,2417,21
0,0,0,0,0,0,0,2418,21
0,0,0,0,0,0,0,2419,21
0,0,0,0,0,0,0,2420,21
0,0,0,0,0,0,0,2421,21
0,0,0,0,0,0,0,2422,21
0,0,0,0,0,0,0,2423,21
0,0,0,0,0,0,0,2424,21
0,0,0,0,0,0,0,2425,21
0,0,0,0,0,0,0,2426,21
0,0,0,0,0,0,0,2427,21
0,0,0,0,0,0,0,2428,21
0,0,0,0,0,0,0,2429,21
0,0,0,0,0,0,0,2430,21
0,0,0,0,0,0,0,2431,21
0,0,0,0,0,0,0,2432,21
0,0,0,0,0,0,0,2433,21
0,0,0,0,0,0,0,2434,21
0,0,0,0,0,0,0,2435,21
0,0,0,0,0,0,0,2436,21
0,0,0,0,0,0,0,2437,21
0,0,0,0,0,0,0,2438,21
0,0,0,0,0,0,0,2439,21
0,0,0,0,0,0,0,2440,21
0,0,0,0,0,0,0,2441,21
0,0,0,0,0,0,0,2442,21
0,0,0,0,0,0,0,2443,21
0,0,0,0,0,0,0,2444,21
0,0,0,0,0,0,0,2445,21
0,0,0,0,0,0,0,2446,21
0,0,0,0,0,0,0,2447,21
0,0,0,0,0,0,0,2448,21
0,0,0,0,0,0,0,2449,21
0,0,0,0,0,0,0,2450,21
0,0,0,0,0,0,0,2451,21
0,0,0,0,0,0,0,2452,21
0,0,0,0,0,0,0,2453,21
0,0,0,0,0,0,0,2454,21
40.560076,0,0,0,0,0,0,2455,21
0,0,0,0,0,0,0,2456,21
0,0,0,0,0,0,0,2457,21
0,0,0,0,0,0,0,2458,21
0,0,0,0,0,0,0,2459,21
17.13661,0,0,0,0,0,0,2460,21
10.829943,0,0,0,0,0,0,2461,21
0.527416,0,0,0,0,0,0,2462,21
4.309533,0,0,0,0,0,0,2463,21
201.600805,0,0,0,0,0,0,2464,21
246.11257,0,0,0,0,0,0,2465,21
43.102121,0,0,0,0,0,0,2466,21
23.039284,0,0,0,0,0,0,2467,21
47.446029,0,0,0,0,0,0,2468,21
1.107097,0,0,0,0,0,0,2469,21
0,0,0,0,0,0,0,2470,21
34.833937,0,0,0,0,0,0,2471,21
24.098547,0,0,0,0,0,0,2472,21
6.049298,0,0,0,0,0,0,2473,21
523.921121,0,0,0,0,0,0,2474,21
0,0,0,0,0,0,0,2475,21
63.281348,0,0,0,0,0,0,2476,21
0,0,0,0,0,0,0,2477,21
0,0,0,0,0,0,0,2478,21
0,0,0,0,0,0,0,2479,21
0,0,0,0,0,0,0,2480,21
0,0,0,0,0,0,0,2481,21
0,0,0,0,0,0,0,2482,21
0,0,0,0,0,0,0,2483,21
0,0,0,0,0,0,0,2484,7
0,0,0,0,0,0,0,2485,7
0,0,0,0,0,0,0,2486,7
0,0,0,0,0,0,0,2487,7
0,0,0,0,0,0,0,2488,7
0,0,0,0,0,0,0,2489,7
0,0,0,0,0,0,0,2490,7
0,0,0,0,0,0,0,2491,7
0,0,0,0,0,0,0,2492,7
0,0,0,0,0,0,0,2493,21
0,0,0,0,0,0,0,2494,21
0,0,0,0,0,0,0,2495,21
0,0,0,0,0,0,0,2496,21
0,0,0,0,0,0,0,2497,21
0,0,0,0,0,0,0,2498,21
0,0,0,0,0,0,0,2499,21
0,0,0,0,0,0,0,2500,21
0,0,0,0,0,0,0,2501,21
0,0,0,0,0,0,0,2502,21
0,0,0,0,0,0,0,2503,21
0,0,0,0,0,0,0,2504,21
0,0,0,0,0,0,0,2505,21
0,0,0,0,0,0,0,2506,21
0,0,0,0,0,0,0,2507,21
0,0,0,0,0,0,0,2508,21
0,0,0,0,0,0,0,2509,21
0,0,0,0,0,0,0,2513,21
0,0,0,0,0,0,0,2514,21
0,0,0,0,0,0,0,2515,21
0,0,0,0,0,0,0,2516,21
0,0,0,0,0,0,0,2517,21
0,0,0,0,0,0,0,2518,21
0,0,0,0,0,0,0,2519,21
0,0,0,0,0,0,0,2520,21
0,0,0,0,0,0,0,2521,21
0,0,0,0,0,0,0,2522,21
0,0,0,0,0,0,0,2523,21
0,0,0,0,0,0,0,2524,21
0,0,0,0,0,0,0,2525,21
0,0,0,0,0,0,0,2526,21
0,0,0,0,0,0,0,2527,21
0,0,0,0,0,0,0,2528,21
0,0,0,0,0,0,0,2529,21
0,0,0,0,0,0,0,2530,21
0,0,0,0,0,0,0,2531,21
0,0,0,0,0,0,0,2532,21
0,0,0,0,0,0,0,2533,21
0,0,0,0,0,0,0,2534,21
0,0,0,0,0,0,0,2535,21
0,0,0,0,0,0,0,2536,21
0,0,0,0,0,0,0,2537,21
232.414563,0,0,0,0,0,0,2543,21
98.827516,0,0,0,0,0,0,2544,21
0,0,0,0,0,0,0,2545,21
0,0,0,0,0,0,0,2546,21
0,0,0,0,0,0,0,2547,21
0,0,0,0,0,0,0,2548,21
0,0,0,0,0,0,0,2549,21
62.559533,0,0,0,0,0,0,2550,21
18.716812,0,0,0,0,0,0,2551,21
0,0,0,0,0,0,0,2552,21
0,0,0,0,0,0,0,2553,21
58.562921,0,0,0,0,0,0,2554,21
0,0,0,0,0,0,0,2590,7
0,0,0,0,0,0,0,2591,7
0,0,0,0,0,0,0,2592,7
0,0,0,0,0,0,0,2593,7
0,0,0,0,0,0,0,2594,7
0,0,0,0,0,0,0,2595,7
0,0,0,0,0,0,0,2596,7
0,0,0,0,0,0,0,2597,7
0,0,0,0,0,0,0,2598,7
0,0,0,0,0,0,0,2599,7
0,0,0,0,0,0,0,2600,7
0,0,0,0,0,0,0,2601,7
0,0,0,0,0,0,0,2602,7
0,0,0,0,0,0,0,2603,7
0,0,0,0,0,0,0,2604,7
0,0,0,0,0,0,0,2605,7
0,0,0,0,0,0,0,2606,7
0,0,0,0,0,0,0,2607,7
0,0,0,0,0,0,0,2608,7
0,0,0,0,0,0,0,2609,7
0,0,0,0,0,0,0,2610,7
0,0,0,0,0,0,0,2611,7
0,0,0,0,0,0,0,2612,7
0,0,0,0,0,0,0,2613,7
0,0,0,0,0,0,0,2614,7
0,0,0,0,0,0,0,2615,7
0,0,0,0,0,0,0,2616,7
0,0,0,0,0,0,0,2617,7
0,0,0,0,0,0,0,2618,7
0,0,0,0,0,0,0,2619,7
0,0,0,0,0,0,0,2620,7
0,0,0,0,0,0,0,2621,7
0,0,0,0,0,0,0,2622,7
0,0,0,0,0,0,0,2623,21
0,0,0,0,0,0,0,2624,21
0,0,0,0,0,0,0,2625,21
0,0,0,0,0,0,0,2626,21
0,0,0,0,0,0,0,2627,21
0,0,0,0,0,0,0,2628,21
0,0,0,0,0,0,0,2629,21
0,0,0,0,0,0,0,2630,21
0,0,0,0,0,0,0,2631,21
0,0,0,0,0,0,0,2632,21
0,0,0,0,0,0,0,2633,21
0,0,0,0,0,0,0,2636,21
0,0,0,0,0,0,0,2637,21
0,0,0,0,0,0,0,2638,21
0,0,0,0,0,0,0,2639,21
0,0,0,0,0,0,0,2640,21
0,0,0,0,0,0,0,2641,21
0,0,0,0,0,0,0,2642,21
0,0,0,0,0,0,0,2643,21
0,0,0,0,0,0,0,2644,21
0,0,0,0,0,0,0,2645,21
0,0,0,0,0,0,0,2646,21
0,0,0,0,0,0,0,2647,21
0,0,0,0,0,0,0,2648,21
0,0,0,0,0,0,0,2649,21
